pies	/ˈpʲjɛs/
Esbjerg	/ˈɛzbjɛrk/
wzór	/ˈvz̪ur/
spis treści	[ˈspʲis ˈtrɛɕt͡ɕi]
susza	/ˈs̪uʂa/
zlew	/ˈz̪lɛf/
zmywarka	[zmɨˈvarka]
stały	[ˈs̪t̪awɨ]
zmienny	/ˈz̪mjɛn̪ːɨ/
polityka	/pɔˈlit̪ɨka/
magnetowid	/maɡn̪ɛˈt̪ɔvit̪/
Inguszetia	[ĩŋɡuˈʂɛt̪ʲja]
Władywostok	/vwa.dɨˈvɔ.stɔk/
rogalik	/rɔˈɡalik/
kajzerka	/kajˈz̪ɛrka/
grahamka	/ɡraˈxamka/
chałka	/ˈxawka/
krówka	/ˈkrufka/
ł	[w]
drób	/ˈd̪rup/
Jolanta	/jɔˈlanta/
przepis	[ˈpʂɛpʲis̪]
smalec	/ˈs̪malɛt͡s̪/
kontrolować	/kɔntrɔˈlɔvat͡ɕ/
kwark	/ˈkfark/
antymateria	[ãn̪t̪ɨ̃maˈt̪ɛrʲja]
mezon	/ˈmɛz̪ɔn̪/
barion	/ˈbarjɔn̪/
bozon	/ˈbɔz̪ɔn̪/
nukleon	/n̪uˈklɛɔn̪/
grawiton	/ɡraˈvit̪ɔn̪/
kwant	/kfan̪t̪/
ocena	/ɔˈt͡s̪ɛn̪a/
Danuta	/d̪aˈn̪ut̪a/
Halina	/xaˈlin̪a/
Bożena	/bɔˈʐɛn̪a/
smarować	/s̪maˈrɔvat͡ɕ/
dziecięcy	[d͡ʑeˈt͡ɕɛ̃n̪t͡s̪ɨ]
dziecinny	[d͡ʑeˈt͡ɕĩn̪ːɨ]
kręcić	/ˈkrɛɲt͡ɕit͡ɕ/
mędrzec	[ˈmɛ̃nd͡ʐʐɛt͡s̪]
żal	[ʐal]
wisienka	/viˈɕɛn̪ka/
Missisipi	/misːiˈsipi/
słoneczny	/s̪wɔˈn̪ɛt͡ʂn̪ɨ/
zdrada	[ˈzdrada]
muszla	/ˈmuʂlä/
spowiedź	[ˈs̪pɔvʲjet͡ɕ]
listwa	[ˈlʲis̪t̪fa]
doniczka	[dɔˈɲit͡ʂka]
wyjąć	/ˈwɨjɔɲt͡ɕ/
wyjmować	/wɨjˈmɔvat͡ɕ/
kawon	/ˈkavɔn̪/
Baszkiria	[baˈʂcirʲja]
Buriacja	[buˈrʲjat͡s̪ʲja]
Czuwaszja	/t͡ʂuˈvaʂja/
Jakucja	[jaˈkut͡s̪ʲja]
Kałmucja	[kawˈmut͡s̪ʲja]
Szkot	/ʂkɔt/
Holenderka	/xɔlɛn̪ˈd̪ɛrka/
Francuz	/ˈfran̪t͡s̪us̪/
Francuzka	/fran̪ˈt͡s̪us̪ka/
naszyjnik	/n̪aˈʂɨjɲik/
poród	/ˈpɔrut̪/
obrona	/ɔˈbrɔn̪a/
bańka	/ˈbaɲka/
sygnał	[ˈs̪ɨɡn̪aw]
powoli	[pɔˈvɔlʲi]
wolno	[ˈvɔln̪ɔ]
opłatek	[ɔˈpwat̪ɛk]
dyftong	[ˈd̪ɨft̪ɔ̃ŋk]
osoby	/ɔˈsɔbɨ/
mówisz	[ˈmuvʲiʂ]
Makau	/maˈka.u/
składnik	/ˈs̪kwad̪ɲik/
Chińczyk	/ˈxʲiɲ.t͡ʂɨk/
Chińczyk	[ˈxʲijn.t͡ʂɨk]
Chinka	[ˈxʲĩn̪ka]
chińczyk	/ˈxʲiɲ.t͡ʂɨk/
chińczyk	[ˈxʲijn.t͡ʂɨk]
tryktrak	/ˈt̪rɨkt̪rak/
inteligentny	/in̪t̪ɛliˈɡɛn̪t̪n̪ɨ/
Słowak	[ˈs̪wɔvak]
Słowaczka	[s̪wɔˈvat͡ʂka]
olbrzym	/ˈɔlbʐɨm/
zakochany	/zakɔˈxanɨ/
ogrom	/ˈɔɡrɔm/
skrzynka	/ˈs̪kʂɨn̪ka/
Atarynka	/ataˈrɨnka/
szczególnie	/ʂt͡ʂɛˈɡulɲɛ/
szeryf	[ˈʂɛrɨf]
cyrk	/ˈt͡s̪ɨrk/
podstawowy	/pɔt͡s̪s̪t̪aˈvɔvɨ/
trzepać	[ˈt.ʂɛpat͡ɕ]
tunel	/ˈt̪un̪ɛl/
zdarzenie	/zdaˈʒɛɲɛ/
pecet	[ˈpɛt͡s̪ɛt̪]
dycha	/ˈd̪ɨxa/
gotówka	/ɡɔˈtufka/
siebie	[ˈɕɛbʲjɛ]
śnić	/ɕɲit͡ɕ/
uderzenie	/ud̪ɛˈʐɛɲɛ/
neologizm	[nɛ.ɔˈlɔ.ɡizm]
podbródek	[pɔdˈbru.dɛk]
płynny	/ˈpwɨn̪ːɨ/
przywódca	[pʂɨˈvut͡s̪t͡s̪a]
Laponia	/laˈpɔɲja/
sałatka	/saˈwat ka/
sałatka	[s̪aˈwat̪ ka]
choroba Alzheimera	[xɔˈɾɔba alt͡sxajˈmɛɾa]
kanion	[ˈkãɲjɔ̃n̪]
wróżka	/ˈvruʂka/
rejestr	[ˈrɛjɛs̪t̪r̥]
myślałam	[mɨˈɕlawãm]
kominek	/kɔˈmin̪ɛk/
rasizm	[ˈraɕis̪m̥]
szachista	[ʂaˈxʲi.s̪t̪a]
tenisistka	/t̪ɛɲiˈɕis̪t̪ka/
hełm	/xewm/
schowek	/ˈs̪xɔvɛk/
Anastazja	/an̪aˈs̪t̪az̪ja/
pięknie	[ˈpʲjɛ̃ŋʲcɲɛ]
Rejkiawik	/ˈrɛjkʲavik/
szwa	/ʂfa/
szabat	/ˈʂabat̪/
szabas	/ˈʂabas̪/
hacham	/ˈxaxam/
khmerski	/ˈkmɛrs̪kʲi/
Słowianin	/s̪wɔˈvjaɲin̪/
więzień	[ˈvʲjẽĩ̯ʑẽɲ]
Phenian	/ˈfɛɲ.jan/
Phenian	/ˈpxɛɲjan̪/
Bałtyk	/ˈbawt̪ɨk/
esemes	/ɛˈs̪ɛmɛs̪/
esemesować	/ˌɛ.sɛ.mɛ.ˈsɔ.vɑtɕ/
rzymski	/ˈʐɨms̪kʲi/
jawor	/ˈjavɔr/
zaklęcie	/z̪aˈklɛɲt͡ɕɛ/
oddech	/ˈɔd̪d̪ɛx/
wstęp	/fs̪t̪ɛmp/
mleć	/ˈmlɛt͡ɕ/
odkrywać	/ɔt̪ˈkrɨvat͡ɕ/
odkryć	/ˈɔt̪krɨt͡ɕ/
usunąć	/uˈs̪un̪ɔɲt͡ɕ/
usuwać	/uˈs̪uvat͡ɕ/
zamknąć	/ˈz̪amkn̪ɔɲt͡ɕ/
wypędzać	/vɨˈpɛn̪d͡z̪at͡ɕ/
wypędzić	/vɨˈpɛɲd͡ʑit͡ɕ/
zasługiwać	/z̪as̪wuˈɡʲivat͡ɕ/
zasłużyć	/z̪aˈs̪wuʐɨt͡ɕ/
zebrać	/ˈz̪ɛbrat͡ɕ/
pąk	[pɔ̃ŋk]
Skopie	/ˈs̪kɔpjɛ/
przedsiębiorca	[pʂɛt͡ɕɕɛ̃mˈbʲjɔrt͡s̪a]
rzeź	/ʐɛɕ/
Grodno	/ˈɡrɔdnɔ/
żyrafy	/ʐɨˈrafɨ/
mewy	/ˈmɛvɨ/
łódka	/ˈwut̪ka/
Budziszyn	/buˈd͡ʑiʂɨn̪/
spiżarnia	/s̪piˈʐarɲa/
Psków	/pskuf/
mędrca	[ˈmɛ̃n̪t̪r̥t͡s̪a]
mędrcze	[ˈmɛ̃n̪t̪r̥t͡ʂɛ]
mędrcy	[ˈmɛ̃n̪t̪r̥t͡s̪ɨ]
kołchoz	/ˈkɔwxɔz/
e-mail	/ˈimɛjl/
frajer	/ˈfrajɛr/
miażdżyca	[mʲjaˈʐd͡ʐɨt͡s̪a]
tętnica	/t̪ɛn̪t̪ˈɲit͡s̪a/
racica	/raˈt͡ɕit͡s̪a/
wzajemny	[vz̪aˈjɛ̃mn̪ɨ]
wzajemnie	[vz̪aˈjɛ̃mʲɲɛ]
twórczy	/ˈtfurt͡ʂɨ/
straszny	[ˈs̪t̪raʂn̪ɨ]
ciąża	[ˈt͡ɕɔ̃nʐa]
był	/ˈbɨw/
trąd	[t̪rɔ̃n̪t̪]
byłem	/ˈbɨwɛm/
byłam	/ˈbɨwam/
byłeś	/ˈbɨwɛɕ/
byłaś	/ˈbɨwaɕ/
ściągnąć	[ˈɕt͡ɕɔ̃ŋɡn̪ɔ̃ɲt͡ɕ]
Małgosia	/mawˈɡɔɕa/
Madzia	/ˈmad͡ʑa/
cię	[t͡ɕɛ]
orać	/ˈɔrat͡ɕ/
rozdział	/ˈrɔz̪d͡ʑaw/
basistka	/baˈɕis̪t̪ka/
nawzajem	[n̪aˈvz̪ajɛ̃m]
wyjątek	/vɨˈjɔn̪t̪ɛk/
filar	[ˈfʲilar]
narta	/ˈnarta/
Mazowsze	/maˈzɔfʂɛ/
dziewczę	/ˈd͡ʑɛft͡ʂɛ/
dziewczęta	/ˈd͡ʑɛft͡ʂɛn̪t̪a/
auć	/awt͡ɕ/
skrzynia	/ˈskʂɨɲa/
całkiem	[ˈt͡s̪awcɛ̃m]
tęsknić	[ˈt̪ɛ̃s̪cɲit͡ɕ]
okropny	/ɔˈkrɔpnɨ/
ustny	/ˈustnɨ/
więc	[vʲjɛ̃n̪t͡s̪]
szkoda	[ˈʂkɔd̪a]
łódzki	/ˈwut͡s̪ci/
wyborca	/vɨˈbɔrtsa/
wystawiać	/vɨsˈtavʲat͡ɕ/
powodzenia	[pɔvɔˈd͡z̪ɛ̃ɲa]
Wielkopolska	/vjɛlkɔˈpɔls̪ka/
zbieg	[z̪bʲjɛk]
nóżka	/ˈn̪uʂka/
pospolity	/pɔspɔˈlʲitɨ/
żonkil	[ˈʐɔ̃ŋʲcil]
ujemny	[uˈjɛmnɨ]
umiejętność	/umjɛˈjɛw̃t̪n̪ɔɕt͡ɕ/
umiejętność	/umjɛˈjɛnt̪n̪ɔɕt͡ɕ/
mięśniowy	[mʲjẽĩ̯ɕˈɲɔvɨ]
umięśniony	[ũmʲjẽĩ̯ɕˈɲɔ̃n̪ɨ]
dziewoja	[d͡ʑɛˈvɔja]
razem	/ˈraz̪ɛm/
wszyscy	[ˈfʂɨs̪t͡s̪ɨ]
wszystkie	[ˈfʂɨs̪t̪cɛ]
gołąbki	/ɡɔˈwɔmpci/
kapuśniak	/kaˈpuɕɲak/
kutia	/ˈkutja/
makowiec	/maˈkɔvjɛt͡s̪/
mizeria	/miˈz̪ɛrja/
uszka	/ˈuʂka/
kabanos	/kaˈban̪ɔs̪/
barok	/ˈbarɔk/
ciąg	[t͡ɕɔ̃ŋk]
równowaga	/ruvn̪ɔˈvaɡa/
chlew	/ˈxlɛf/
ciekły	[ˈt͡ɕɛkwɨ]
cydr	[ˈt͡s̪ɨt̪r̥]
cyfra	/ˈt͡s̪ɨfra/
cygaro	/t͡s̪ɨˈɡarɔ/
cykl	[ˈt͡s̪ɨkl̥]
czkawka	/ˈt͡ʂkafka/
marzenie	/mäˈʐɛ̃ɲɛ/
liniowy	/liˈɲjɔvɨ/
parapetówka	/parapɛˈtufka/
prosto	[ˈprɔs̪t̪ɔ]
dotykać	/d̪ɔˈt̪ɨkat͡ɕ/
dotknąć	/ˈd̪ɔt̪kn̪ɔɲt͡ɕ/
wschodzić	/ˈfsxɔd͡ʑit͡ɕ/
Rysy	/ˈrɨs̪ɨ/
Pomorze	/pɔˈmɔʐɛ/
Kaszuby	/kaˈʂubɨ/
impreza	/imˈprɛz̪a/
Jangcy	[ˈjãŋkt͡s̪ɨ]
Pacyfik	/paˈt͡s̪ɨfik/
leku	[ˈlɛku]
łeb	/wɛp/
robi	[ˈrɔbʲi]
osobno	[ɔˈs̪ɔbn̪ɔ]
oddzielnie	/ɔd͡ʑˈd͡ʑɛlɲɛ/
lotka	[ˈlɔt̪ka]
fujara	[fuˈjara]
historii	[xʲiˈs̪t̪ɔrʲji]
Zbigniew	[ˈz̪bʲiɡʲɲɛf]
Ryszard	[ˈrɨʂart̪]
Wojciech	/ˈvɔjt͡ɕɛx/
Zdzisław	/ˈʑd͡ʑis̪waf/
konwersacja	[kɔnvɛrˈsat͡sja]
rozmawiać	/rɔˈz̪mavjat͡ɕ/
porozmawiać	/pɔrɔˈz̪mavjat͡ɕ/
Jahwe	[ˈjah.fɛ]
bejsbol	/ˈbɛjz̪bɔl/
barometr	/baˈrɔmɛtr/
Bośnia	/ˈbɔɕɲa/
klątwa	/ˈklɔn̪t̪fa/
panie	[ˈpãɲɛ]
średni	/ˈɕrɛdɲi/
nisko	[ˈɲis̪kɔ]
Apolonia	/apɔˈlɔɲja/
Benedykta	/bɛn̪ɛˈd̪ɨkt̪a/
Bogdana	/bɔˈɡd̪an̪a/
jałmużna	[jawˈmuʐn̪a]
odpowiedzialny	[ɔt̪pɔvʲjɛˈd͡ʑaln̪ɨ]
cierpliwie	[t͡ɕɛrˈplʲivʲjɛ]
szafa	/ˈʂafa/
szafka	/ˈʂafka/
hamak	/ˈxamak/
miłego dnia	/miwɛɡɔ d̪ɲa/
niemu	[ˈɲɛ̃mu]
pieg	/pjɛk/
skurwysyn	/s̪kurˈvɨs̪ɨn̪/
lombard	/ˈlɔ̃mbart/
CAF	/ˈkaf/
Bogumiła	/bɔɡuˈmiwa/
Bolesława	/bɔlɛˈs̪wava/
Bronisława	/brɔɲiˈs̪wava/
Brygida	[brɨˈɟid̪a]
Cecylia	/t͡s̪ɛˈt͡s̪ɨlja/
Celestyna	/t͡s̪ɛlɛˈs̪t̪ɨn̪a/
Czesława	/t͡ʂɛˈs̪wava/
Dobrosława	/d̪ɔbrɔˈs̪wava/
góry	/ˈɡurɨ/
górze	/ˈɡuʐɛ/
górę	/ˈɡurɛ/
góro	/ˈɡurɔ/
górom	/ˈɡurɔm/
górami	/ɡuˈrami/
górach	/ˈɡurax/
rurociąg	[ruˈrɔt͡ɕɔ̃ŋk]
pójść	[pujɕt͡ɕ]
burnus	/ˈburnus/
Betlejem	/bɛˈtlɛjɛm/
tachykardia	/t̪axɨˈkard̪ja/
dziobać	/ˈd͡ʑɔbat͡ɕ/
gęsty	[ˈɡɛ̃s̪t̪ɨ]
herc	[xɛrt͡s̪]
lakier	/ˈlakʲɛr/
przelew	/ˈpʂɛlɛf/
gryf	[ɡrɨf]
Ś	/ɕ/
Dauha	/ˈd̪awxa/
filiżanka	[fi.liˈʐaŋ.ka]
zdradzać	[ˈˈzdɾad͡zat͡ɕ]
fortel	[ˈfɔrtɛl]
sąg	[s̪ɔ̃ŋk]
dalej	/ˈdalɛj/
zrozumieć	/zrɔˈzumjɛt͡ɕ/
kardio-	[ˈkardʲjɔ]
gruda	/ˈɡruda/
cip	[ˈt͡ɕip]
suw	/suf/
diament	[ˈɟamɛnt]
szaszłyk	[ˈʂaʂwɨk]
karzeł	/ˈkaʐɛw/
idole	/iˈdɔlɛ/
ABW	[abɛˈvu]
mgławica	[mɡwaˈvʲit͡s̪a]
pleonazm	[plɛˈɔnazm]
opowieść	/ɔˈpɔvʲjɛɕt͡ɕ/
diamentowy	[ɟamɛnˈtɔvɨ]
lniany	[ˈlʲɲãn̪ɨ]
drewniany	[d̪rɛˈvʲɲãn̪ɨ]
Narew	[ˈn̪arɛf]
Noteć	[ˈn̪ɔt̪ɛt͡ɕ]
Pilica	[pʲiˈlʲit͡s̪a]
Wieprz	[ˈvʲjɛpʂ]
Bóbr	[ˈbupr̥]
Łyna	/ˈwɨna/
Wkra	/fkra/
Dunajec	[d̪ũˈn̪ajɛt͡s̪]
psychoza	/psɨˈxɔza/
biurokracja	/bjurɔˈkrat͡s̪ja/
wciąż	[fʲt͡ɕɔ̃(w̃)ʂ]
amharski	/amˈxarsci/
aramejski	/araˈmɛjsci/
Judyta	/juˈdɨta/
piłkarz	ˈpʲiwkaʃ
szalony	[ʂaˈlɔ̃n̪ɨ]
najlepszy	[n̪ajˈlɛpʂɨ]
najtańszy	[n̪ajˈt̪ãĩ̯ʂɨ]
bardziej	[ˈbarʲd͡ʑej]
Pegaz	/ˈpɛɡas/
mróz	/mrus/
zmierzch	[z̪mʲjɛʂx]
puste	/ˈpustɛ/
ostatnio	[ɔˈs̪t̪at̪ʲɲɔ]
trudno	[ˈt̪rud̪n̪ɔ]
łatwo	[ˈwat̪fɔ]
poważnie	/pɔˈvaʐɲɛ/
śmiały	[ˈɕmʲjawɨ]
chora	/ˈxɔra/
poziomo	/pɔˈʑɔmɔ/
jednak	[ˈjɛd̪n̪ak]
golarka	/ɡɔˈlarka/
lokówka	/lɔˈkufka/
serca	[ˈs̪ɛrt͡s̪a]
spokojny	[s̪pɔˈkɔjn̪ɨ]
spokojnie	[s̪pɔˈkɔjɲɛ]
piesek	[ˈpʲjɛs̪ɛk]
pieseczek	[pʲjɛˈs̪ɛt͡ʂɛk]
słodszy	/ˈswɔtʂɨ/
drożsi	[ˈd̪rɔɕːi]
bezie	[ˈbɛʑɛ]
święconka	/ɕvʲɛnˈtsɔnka/
gest	/ɡɛst/
rdzeń	[ɾd͡zɛɲ]
przedsięwzięcie	[pʂɛt͡ɕɕɛ̃w̃ˈvʲʑẽɲt͡ɕɛ]
bodziec	[ˈbɔd͡ʑɛt͡s̪]
Tottenham	/ˈtɔtɛnˌxam/
szmata	/ˈʂma.ta/
szczepionka	[ʂt͡ʂɛˈpʲɔn.ka]
sztandar	[ˈʂtandar]
Oświęcim	[ɔˈɕfʲjɛ̃ɲt͡ɕĩm]
Smoleńsk	[ˈs̪mɔlɛ̃ĩ̯s̪k]
religia	[rɛˈlʲiɟja]
najpierw	[ˈn̪ajpʲjɛrf]
strzał	[stʂaw]
Marsylia	/marˈsɨlja/
Zgorzelec	[z̪ɡɔˈʐɛlɛt͡s̪]
Bogatynia	/bɔɡaˈtɨɲa/
aktualnie	[aktuˈalɲɛ]
Arabka	/aˈrapka/
niuans	[ˈɲu.ans]
boleć	/ˈbɔlɛt͡ɕ/
bielizna	[bʲjɛˈlʲiz̪n̪a]
golić	[ˈɡɔlʲit͡ɕ]
bilard	/ˈbilart/
pretor	/ˈprɛtɔr/
biznes	[ˈbʲiz̪n̪ɛs̪]
delegat	[dɛˈlɛɡat]
szybszy	/ˈʂɨpʂɨ/
lepiej	[ˈlɛpʲjɛ̝j]
stołówka	/stɔˈwufka/
ƶ	/ʐ/
nich	[ɲix]
CONCACAF	/ˈkɔŋkaˌkaf/
oprowadzać	[ɔprɔˈvad͡z̪at͡ɕ]
roku	/ˈrɔku/
skalpel	[ˈskalpɛl]
siadać	[ˈɕad̪at͡ɕ]
ksero	/ˈksɛrɔ/
swojski	/ˈsfɔjski/
Armeńczyk	[arˈmɛ̃ĩ̯nt͡ʂɨk]
kręcenie	/krɛnˈt͡sɛɲɛ/
kazać	/ˈkazat͡ɕ/
niech	[ɲɛx]
krasnal	/ˈkrasnal/
późny	/ˈpuʑn̪ɨ/
spóźniony	[s̪puˈʑɲɔ̃n̪ɨ]
rozwiązanie	[rɔz.viɔ̃ˈza.ɲɛ]
dziewięćset	[ˈd͡ʑɛvjɛŋt͡ɕsɛt]
dwieście	[ˈdvʲɛɕt͡ɕɛ]
trzysta	/ˈtʂɨsta/
sześćset	/ˈʂɛɕsɛt/
sześćset	/ˈʂɛjsɛt/
błysk	/bwɨsk/
ił	/iw/
ląd	/ˈlɔnt/
smoła	/ˈsmɔwa/
zorza	/ˈzɔʐa/
dostać	[ˈd̪ɔs̪t̪at͡ɕ]
przecież	/ˈpʂɛt͡ɕɛʂ/
przecież	[pʂɛːʂ]
propozycja	[prɔ.pɔˈzɨ.t͡sja]
gród	/ˈɡrut/
osiągnięcie	[ɔɕɔ̃ŋˈɟɲẽɲt͡ɕɛ]
eksperyment	[ɛks.pɛˈrɨ.mɛnt]
rozwijać	/rɔˈzvijat͡ɕ/
londyńczyk	[lɔ̃n̪ˈd̪ɨ̃ĩ̯nt͡ʂɨk]
prezentacja	[prɛ.zɛnˈta.t͡sja]
rozkład	[ˈrɔs̪kwat̪]
szczeciński	[ʂt͡ʂɛˈt͡ɕĩĩ̯s̪ʲci]
domowa	/dɔˈmɔva/
marcepan	[marˈt͡s̪ɛpãn̪]
flamandzki	/flaˈmant͡skʲi/
aquapark	[ˈakfapark]
wyłączać	[vɨˈwɔ̃nt͡ʂat͡ɕ]
włączać	[ˈvwɔ̃nt͡ʂat͡ɕ]
kiedykolwiek	[cɛd̪ɨˈkɔlvʲjɛk]
mierzyć	[ˈmʲjɛʐɨt͡ɕ]
lądowisko	[lɔ̃n̪d̪ɔˈvʲis̪kɔ]
Bolesław	/bɔˈlɛs̪waf/
wniosek	/ˈvɲɔs̪ɛk/
zaopatrzenie	[zaɔpaˈtʂɛɲɛ]
wysoko	[vɨˈs̪ɔkɔ]
Gandawa	/ɡan.ˈda.va/
Bronisław	/brɔˈɲis̪waf/
Wientian	/ˈvjɛntjan/
surówka	/suˈrufka/
Boże Ciało	[bɔʐɛˈt͡ɕawɔ]
tony	[ˈt̪ɔ̃n̪ɨ]
zakonnik	/z̪aˈkɔɲːik/
jednocześnie	[jɛd̪n̪ɔˈt͡ʂɛɕɲɛ]
kasownik	/kaˈsɔvɲik/
adwokat diabła	/ˌadˈvɔkat ˈdjabwa/
basior	/ˈbaɕɔr/
przerwa	/ˈpʂɛrva/
wyć	/vɨt͡ɕ/
wędrować	/vɛnˈdrɔvat͡ɕ/
wódz	/vut͡s̪/
wtem	[ˈft̪ɛ̃m]
wstrząs	[fs̪t̪ʂɔ̃s̪]
zamarznięty	[z̪ãmarˈz̪ʲɲɛ̃n̪t̪ɨ]
tułów	[ˈt̪uwuf]
kozi	/ˈkɔʑi/
cipo	[ˈt͡ɕipɔ]
gejsza	/ˈɡɛjʂa/
ojczyzna	[ɔjˈt͡ʂɨz̪n̪a]
miesiączka	[mʲjɛ̝ˈɕɔ̃nt͡ʂka]
poprawiać	/pɔˈpravjat͡ɕ/
poprawić	/pɔˈpravit͡ɕ/
przylot	[ˈpʂɨlɔt̪]
odlot	[ˈɔd̪lɔt̪]
kabała	/kaˈbawa/
cadyk	[ˈt͡s̪ad̪ɨk]
turniej	/ˈt̪urɲɛj/
przynajmniej	/pʂɨˈnajmɲɛj/
gospodarz	[ɡɔˈs̪pɔd̪aʂ]
bose	/ˈbɔsɛ/
apoteoza	/apɔtɛˈɔza/
grej	/ɡrɛj/
dziewięćdziesiąt	[d͡ʑɛvjɛŋˈd͡ʑɛɕɔŋt]
razu	/ˈrazu/
łapa	/ˈwapa/
rób	[rup]
opalowy	/ɔpalˈɔwɨ/
protonem	[prɔˈt̪ɔ̃n̪ɛ̃m]
agawa	/aˈɡava/
awangarda	[avãŋˈɡard̪a]
wydział	/ˈvɨd͡ʑaw/
ryżowy	/rɨˈʒɔvɨ/
czosnkowy	[t͡ʂɔs̪n̪̊ˈkɔvɨ]
pseudohodowla	/ˌpsɛwdɔxɔˈdɔvla/
pseudonauka	[ˌpsɛwdɔ̃naˈwuka]
siać	[ɕat͡ɕ]
nieźle	[ˈɲɛʑlɛ]
jałówka	/jaˈwufka/
rzeczy	[ˈʐɛt͡ʂɨ]
kablówka	/kaˈblufka/
klonowy	/klɔˈnɔvɨ/
zeszły	[zɛʂwɨ]
stosunek	/stɔˈsunɛk/
pewny	[ˈpɛvn̪ɨ]
karafka	/kaˈrafka/
sprzęt	[s̪pʂɛ̃n̪t̪]
choć	/xɔt͡ɕ/
wymyślić	/vɨˈmɨɕ.lit͡ɕ/
czule	[ˈt͡ʂulɛ]
brata	[ˈbrat̪a]
limburski	/limˈbursci/
dalszy	/ˈdalʂɨ/
siogun	/ˈɕɔɡun̪/
szogun	/ˈʂɔɡun̪/
półrocze	/puwˈrɔt͡ʂɛ/
Dubaj	/ˈdubaj/
nurt	/nurt/
łowca	/ˈwɔft͡s̪a/
twórca	/ˈtfurt͡s̪a/
arytmetyczny	[arɨt̪mɛˈt̪ɨt͡ʂn̪ɨ]
zapalić	/zaˈpalit͡ɕ/
szmaragd	/ˈʂmäräɡd/
poliester	[pɔˈlʲi.ʔɛ.stɛr]
spotkać	/ˈspɔtkat͡ɕ/
henr	[xɛ̃n̪r̥]
siwert	/ˈsivɛrt/
inaczej	[ĩˈn̪at͡ʂɛj]
Wietnamczyk	[vʲjɛt̪ˈn̪ãmt͡ʂɨk]
wkrótce	[ˈfkrut̪t͡s̪ɛ]
delikatny	/dɛliˈkatnɨ/
czepek	/ˈt͡ʂɛpɛk/
kąpielówki	/kɔmpjɛˈlufci/
kontusz	/ˈkɔntuʂ/
kitel	[ˈcit̪ɛl]
ładnie	/ˈwadɲɛ/
lwów	[lvuf]
tańsi	[ˈt̪ãĩ̯ɕi]
finał	/ˈfinaw/
ateistka	[ˌatɛˈjistka]
biliard	[ˈbʲilʲjart̪]
macie	/ˈmat͡ɕɛ/
akapit	[aˈkapʲit̪]
papużka	/paˈpuʂka/
jarmuż	/ˈjarmuʂ/
siarkowy	[ɕarˈkɔvɨ]
mysi	/ˈmɨɕi/
bosy	/ˈbɔsɨ/
montaż	/ˈmɔntaʂ/
bronie	[ˈbrɔ̃ɲɛ]
łódeczka	[wuˈd̪ɛt͡ʂka]
borowy	/bɔˈrɔvɨ/
liceum	/liˈt͡s̪ɛum/
wyrób	/ˈvɨrup/
sierpniowy	[ɕɛrˈpʲɲɔvɨ]
lutowy	/luˈtɔvɨ/
majowy	/maˈjɔvɨ/
kąpiel	/ˈkɔmpjɛl/
żel	/ʐɛl/
maszyną	[maˈʂɨ̃n̪ɔ̃w̃]
metalowy	/mɛtaˈlɔvɨ/
młodszy	[ˈmwɔt͡ʂʂɨ]
szeroko	[ʂɛˈrɔkɔ]
spojrzenie	/s̪pɔjˈʐɛɲɛ/
słabo	[ˈs̪wabɔ]
uczucie	/uˈt͡ʂut͡ɕɛ/
pęknięcie	[pɛ̃ŋˈcɲẽɲt͡ɕɛ]
ślad	[ɕlat̪]
szprot	[ʂprɔt̪]
elektrolit	/ɛlɛˈktrɔlit/
lont	[lɔ̃nt]
milczeć	[ˈmʲilt͡ʂɛt͡ɕ]
mowa	[ˈmɔva]
jedynie	/jɛˈdɨɲɛ/
aktorzy	/akˈtɔʐɨ/
krokodyli	[krɔ.kɔˈdɨ.li]
moją	[ˈmɔjɔ̃w̃]
krajem	[ˈkrajɛ̃m]
zapewniać	/zaˈpɛvɲat͡ɕ/
strzecha	/ˈst͡ʂɛxa/
żołna	/ˈʐɔwna/
świetność	[ˈɕfʲjɛt̪n̪ɔɕt͡ɕ]
stęp	/ˈstɛmp/
strzemię	/ˈst.ʂɛmjɛ/
wędzidło	[vɛ̃ɲˈd͡ʑid̪wɔ]
popręg	[ˈpɔprɛ̃ŋk]
czaprak	/ˈt͡ʂaprak/
nowo	/ˈnɔvɔ/
karmel	/ˈkarmɛl/
rybny	/ˈrɨbnɨ/
pysk	/pɨsk/
gazetowy	/ɡazɛˈtɔvɨ/
gryka	/ˈɡrɨka/
topolowy	/tɔpɔˈlɔvɨ/
gwizdek	[ˈɡvizdɛk]
dzielny	[ˈd͡ʑɛln̪ɨ]
dachy	/ˈdaxɨ/
duchowy	/duˈxɔvɨ/
duchach	/ˈduxax/
parzysty	/paˈʐɨstɨ/
ług	/wuk/
chorobowy	/xɔrɔˈbɔvɨ/
otworzyć	/ɔˈtfɔʐɨt͡ɕ/
moralny	/mɔˈralnɨ/
morał	/ˈmɔraw/
brutalnie	/bruˈtalɲɛ/
arystokratyczny	[arɨs̪t̪ɔkraˈt̪ɨt͡ʂn̪ɨ]
glon	/ɡlɔn/
glonowy	/ɡlɔˈnɔvɨ/
Padwa	/ˈpadva/
Asyż	/ˈasɨʂ/
warzucha	/vaˈʐuxa/
barokowy	/barɔˈkɔvɨ/
kartonowy	/kartɔˈnɔvɨ/
rezus	/ˈrɛzus/
brodate	/brɔˈdatɛ/
